BATTERYVOLTAGE,DISCOMFORTINDEX,HEARTSTROKERISKFACTOR,HUMIDITY,ID,LIGHT,PRESSURE,SENSORID,SENSORNAME,SOUNDNOISE,TEMPERATURE,TIMESTAMP,UVINDEX
2858,7158,2136,5462,f39c1268-a97a-4228-b007-11cc90760483,202,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4474,2450,1.53566E+12,2
2858,7158,2136,5462,bea4fb14-61f8-480a-b973-909d41e889e5,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4695,2450,1.53566E+12,2
2858,7158,2136,5462,411c0c31-bc2e-4903-9d69-a0438b43b563,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4601,2450,1.53566E+12,3
2858,7158,2136,5462,55eb519f-e5c8-4078-88e0-75854903309d,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4525,2450,1.53566E+12,3
2858,7158,2136,5462,3fffbed0-1af6-48a9-80a1-90769c3be4f9,202,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4515,2450,1.53566E+12,2
2858,7158,2136,5462,3f455e21-8b4c-49b9-9a78-fb4f122d9d6b,203,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4695,2450,1.53566E+12,3
2858,7158,2136,5462,4845a188-31ef-45ee-b4ea-7f5b356b435e,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4695,2450,1.53566E+12,2
2858,7158,2136,5462,1670d4ca-fc52-4f74-919a-e41435566e1c,203,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4601,2450,1.53566E+12,2
2858,7159,2137,5462,781cfe38-0c41-43f3-90e8-f243ac87d533,200,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4474,2451,1.53566E+12,2
2858,7158,2136,5462,312bccea-1cef-4384-8ea0-9a9900b2150a,199,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4535,2450,1.53566E+12,3
2858,7158,2136,5462,95d296ba-b37f-4850-9e45-f80c2519b8f1,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4375,2450,1.53566E+12,2
2858,7159,2137,5462,4ce97450-0e2c-4404-b982-46562a1f37b2,203,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4750,2451,1.53566E+12,3
2858,7158,2136,5462,beb54513-f8e6-400c-ab67-5d226fed61fe,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4592,2450,1.53566E+12,3
2858,7159,2137,5462,76add447-1a4d-402f-b107-4d19ad554462,204,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4904,2451,1.53566E+12,3
2858,7159,2137,5462,f165c94a-4c60-4d6e-9b7f-ce3bbaef425d,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4750,2451,1.53566E+12,3
2858,7158,2136,5462,c689d971-31a5-423a-9658-072826f3a737,203,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4619,2450,1.53566E+12,3
2858,7158,2136,5462,48239cbe-198b-4810-b481-2eefaa60685e,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4679,2450,1.53566E+12,3
2858,7158,2136,5462,a711e86f-136a-46e5-a061-0b609fce5640,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4474,2450,1.53566E+12,2
2858,7158,2136,5462,68e47184-2629-42fe-82b5-8225dea9cdd6,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4573,2450,1.53566E+12,2
2858,7158,2136,5462,b8b0120c-8692-40fe-bb60-9c72c1e20df6,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4743,2450,1.53566E+12,3
2854,7159,2137,5462,a00f66d5-e383-4517-8a6c-9c2505faabb2,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4554,2451,1.53566E+12,3
2858,7159,2137,5462,0c42776d-c968-4c53-91f9-b8c79995acce,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4573,2451,1.53566E+12,3
2858,7159,2137,5462,6b399b1f-37d7-4fca-a333-3f179e1ce843,200,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4495,2451,1.53566E+12,3
2858,7159,2137,5462,b254546e-bb8a-4516-b7dd-ae969fafbfbf,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4851,2451,1.53566E+12,3
2858,7158,2136,5462,4d422684-ae85-4618-b68a-ecae0377999c,202,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4628,2450,1.53566E+12,3
2858,7158,2136,5462,3d363080-81ee-44e9-b3c0-898752c4a970,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4695,2450,1.53566E+12,3
2858,7158,2136,5462,5ea475b0-34e8-4c37-b9cc-b4fd8dcaabaa,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4795,2450,1.53566E+12,3
2858,7158,2136,5462,5c7d5078-70fd-43fc-af2b-13bc8296224f,202,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4564,2450,1.53566E+12,3
2858,7159,2137,5462,d8b77a9d-2d03-4a4f-ae3c-9ea62be1c858,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4851,2451,1.53566E+12,3
2858,7158,2136,5462,e3165c65-498f-4a37-a4ac-83c5b8c5799d,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4601,2450,1.53566E+12,3
2858,7158,2136,5462,e14442f8-93d8-48d4-a929-2f3819ca4952,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4636,2450,1.53566E+12,3
2858,7158,2136,5462,4a458b8e-bddb-4fa4-b523-7ee482020adf,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4636,2450,1.53566E+12,3
2858,7158,2136,5462,3ccec19b-7203-46e3-b53a-9d7ca746aa25,203,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4505,2450,1.53566E+12,2
2858,7158,2136,5462,b6e9f48a-51ed-4520-9062-1e75e0d8fe12,203,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4545,2450,1.53566E+12,3
2854,7158,2136,5462,939c7c9a-d15f-4476-b08b-aebf143c5928,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4525,2450,1.53566E+12,2
2858,7158,2136,5462,e5603f80-767e-4a9b-bdef-08c8a6e35443,200,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4592,2450,1.53566E+12,2
2858,7158,2136,5462,4665d265-c393-484f-8347-d12e52534552,200,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4554,2450,1.53566E+12,2
2858,7158,2136,5462,d1ea0fa5-21cb-43ec-a0a3-524a3b8c21ed,198,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4535,2450,1.53566E+12,3
2858,7158,2136,5462,42b6a901-5b4d-4757-a26d-38d4baf90321,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4505,2450,1.53566E+12,2
2858,7158,2136,5462,153a6fc7-04b1-41fb-83c9-df04631be05c,199,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4645,2450,1.53566E+12,3
2854,7158,2136,5462,a49d81d4-c67b-46af-bc95-f1ba447c0f8c,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4645,2450,1.53566E+12,3
2854,7158,2136,5462,c0b00caa-6c1b-4530-af70-db8d9af1deba,199,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4583,2450,1.53566E+12,3
2858,7158,2136,5462,28cebc41-188c-48c8-860d-6beea1832394,200,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4573,2450,1.53566E+12,2
2858,7158,2136,5462,639dfaee-3bab-4f74-92ba-3ccdb6e35215,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4662,2450,1.53566E+12,3
2854,7158,2136,5462,aeb62b76-be45-46f7-b235-1c0740cabc98,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4636,2450,1.53566E+12,2
2854,7156,2136,5462,f0bab467-56c1-40bd-a8f3-db2320c82225,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4535,2449,1.53566E+12,3
2858,7158,2136,5462,bf591e6f-bad6-4655-9cff-aaa508ba4f9d,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4505,2450,1.53566E+12,3
2858,7158,2136,5462,df0d939c-b93c-4f96-939c-962549b191c6,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4636,2450,1.53566E+12,2
2858,7158,2136,5462,69de511c-1d96-4de2-baba-de1578db3f7e,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4703,2450,1.53566E+12,2
2854,7158,2136,5462,264adfb7-042c-4bcd-a193-56de351409f3,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4431,2450,1.53566E+12,3
2854,7158,2136,5462,e62e76c2-304f-47cb-98ec-9f0167897e4e,200,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4583,2450,1.53566E+12,3
2858,7158,2136,5462,31a03a74-ab57-44f9-8b5b-44615f2a002e,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4654,2450,1.53566E+12,2
2854,7158,2136,5462,82058c5c-d576-4016-956e-b9ab3e3c3e93,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4670,2450,1.53566E+12,3
2854,7158,2136,5462,4c884c55-b4ff-489a-9ad7-dfd47b112685,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4554,2450,1.53566E+12,2
2854,7158,2136,5462,f7b6c879-1cce-4080-b45b-58edb147f3d8,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4409,2450,1.53566E+12,3
2854,7158,2136,5462,1c1ea34b-fb48-48e9-aba8-baa4af99d94c,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4314,2450,1.53566E+12,2
2854,7158,2136,5462,7e696276-6da5-49c7-b1e7-f6a668ef1aa7,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4453,2450,1.53566E+12,2
2854,7158,2136,5462,f1ca826f-ced1-4802-9e38-01db47bd93c4,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4654,2450,1.53566E+12,3
2854,7158,2136,5462,3dc98659-d2a4-45e1-8262-83fd32ba9b70,201,10175,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4398,2450,1.53566E+12,2
2854,7158,2136,5462,9665bdd5-39f0-436d-a722-d790aac38540,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4636,2450,1.53566E+12,2
2854,7158,2136,5462,d0bdba63-3c94-40bf-92d7-8bbbf713ddff,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4687,2450,1.53566E+12,3
2854,7158,2136,5462,5be6f3cc-1670-474c-9672-6dae2b718559,203,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4727,2450,1.53566E+12,3
2858,7158,2136,5462,85aea09a-3ca3-427a-9c09-c91bcefa88ee,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4515,2450,1.53566E+12,2
2854,7158,2136,5462,997f6827-a72e-4adb-b19a-be5df101a26f,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4485,2450,1.53566E+12,3
2854,7158,2136,5462,b300abdc-178b-44e2-a101-d40a2f815d2b,203,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4583,2450,1.53566E+12,2
2854,7158,2136,5462,12efab74-fef5-4557-9baf-f2785db81054,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4515,2450,1.53566E+12,3
2854,7158,2136,5462,deebf763-3974-49a6-bbd5-b6e0c6388bcd,199,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4670,2450,1.53566E+12,3
2858,7158,2136,5462,8a46e6b8-7458-4851-8a6e-23c2cd024e9a,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4601,2450,1.53566E+12,3
2854,7158,2136,5462,43ba9966-26a0-4bbc-bc98-a82264c5bd74,198,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4442,2450,1.53566E+12,3
2858,7158,2136,5462,c1fa9416-0bd4-445d-8678-78920b8f548c,199,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4409,2450,1.53566E+12,2
2854,7158,2136,5462,9a1b98aa-6659-4a3a-aa8b-c8609a899821,202,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4645,2450,1.53566E+12,2
2858,7158,2136,5462,b377c13b-f551-420f-b4bf-7317664e8ac4,199,10171,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4495,2450,1.53566E+12,2
2854,7158,2136,5462,89e0662b-9d1c-4f00-b5ed-330c7c0e44e7,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4679,2450,1.53566E+12,3
2854,7158,2136,5462,062b59f8-a4fd-4169-824a-2ebd97f5fa88,205,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4695,2450,1.53566E+12,2
2854,7158,2136,5462,1a82dc7e-8a4d-4714-9f93-c5de7ba662db,200,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4453,2450,1.53566E+12,3
2854,7158,2136,5462,74f2bcd8-3d5c-4c64-8c90-97e7cbd7ab47,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4573,2450,1.53566E+12,2
2854,7159,2137,5462,c16b9d80-d44e-4974-a915-2d2057562bc3,199,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4431,2451,1.53566E+12,2
2858,7158,2136,5462,e4b6cc8a-33b1-4c6e-911e-84a7e0ab4f7d,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4670,2450,1.53566E+12,3
2858,7158,2136,5462,8000ff57-e8bc-433b-95d2-83617dc048bf,202,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4687,2450,1.53566E+12,3
2854,7158,2136,5462,3c8347d6-eb33-4a61-a9f4-b93c04003803,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4636,2450,1.53566E+12,3
2854,7158,2136,5462,33b4e473-c25c-4f9a-8ebd-82a2da6a6f35,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4386,2450,1.53566E+12,3
2854,7158,2136,5462,1390a797-c844-460b-8972-879655887c82,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4495,2450,1.53566E+12,2
2854,7158,2136,5462,829cf7e3-9271-4c0c-a389-5849b5d0f821,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4601,2450,1.53566E+12,3
2854,7158,2136,5462,57caeb1e-6ffd-4661-abe8-29dc5285a72a,200,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4573,2450,1.53566E+12,2
2854,7158,2136,5462,d873c0cf-3653-4ff8-82b1-06a0401565f7,202,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4858,2450,1.53566E+12,3
2854,7158,2136,5462,63689ec0-c92a-47df-a305-2dd876905f2b,199,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4525,2450,1.53566E+12,2
2854,7158,2136,5462,d1723053-2901-4a72-93ce-062d783ee80f,199,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4765,2450,1.53566E+12,2
2854,7158,2136,5462,368e72f6-6ff4-4813-b279-964194642a2a,202,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4592,2450,1.53566E+12,3
2854,7158,2136,5462,a72dbeee-ab3b-44e0-8810-3ed1aab025b0,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4398,2450,1.53566E+12,3
2854,7158,2136,5462,db59c563-005c-47d1-96d5-d9e9068c0f31,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4583,2450,1.53566E+12,3
2854,7158,2136,5462,51906b0b-074f-4870-956e-e60afdcf4394,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4592,2450,1.53566E+12,3
2854,7158,2136,5462,8938f519-8179-423f-acbf-a651e4701d34,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4703,2450,1.53566E+12,2
2854,7158,2136,5462,e7746268-6e35-4bad-9ba0-581c68f365fb,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4711,2450,1.53566E+12,2
2854,7158,2136,5462,71ebaab2-790e-459f-b4c2-ee01b798944e,199,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4695,2450,1.53566E+12,3
2854,7158,2136,5462,52c19a92-8ef1-4644-97d7-502efc9a0fa9,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4601,2450,1.53566E+12,3
2854,7158,2136,5462,f6ae1b14-a36f-4bf0-b264-57dcd0c1a92c,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4773,2450,1.53566E+12,3
2854,7158,2136,5462,0515647b-6078-40b9-861b-96b7ccfddf14,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4431,2450,1.53566E+12,2
2854,7158,2136,5462,f215d7f7-ab58-41dc-9921-6dc2c8ee8271,199,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4573,2450,1.53566E+12,2
2854,7156,2136,5462,43028e12-ade9-4f8c-b04f-d1aef74c9438,203,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4474,2449,1.53566E+12,2
2854,7158,2136,5462,a341f3b5-cab0-4402-abda-a1f4832e0844,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4363,2450,1.53566E+12,2
2854,7158,2136,5462,cab8be52-95a1-427a-90af-40024bee8ac2,199,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4628,2450,1.53566E+12,2
2854,7158,2136,5462,95a2fe54-1274-481a-b7a5-435d00850ad2,202,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4743,2450,1.53566E+12,2
2854,7156,2136,5462,9a017e7c-06d8-4e2b-af20-171509e9bb2c,199,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4703,2449,1.53566E+12,2
2854,7158,2136,5462,375dd260-dabc-46d9-ba05-2ea62426cbc3,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4505,2450,1.53566E+12,2
2854,7158,2136,5462,02fcf77c-bbfe-4242-89e6-b67fd66a4c07,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4727,2450,1.53566E+12,3
2854,7158,2136,5462,9d602fc4-2aea-4580-b1eb-547ed2fa077c,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4619,2450,1.53566E+12,3
2854,7158,2136,5462,96d4195b-e5a9-4f78-b2ff-a65ef98b8033,202,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4453,2450,1.53566E+12,2
2854,7158,2136,5462,eb273622-e9c2-4d1c-bed4-fc32cd2b6b79,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4535,2450,1.53566E+12,2
2854,7158,2136,5462,21e8de60-8952-4fdc-8f53-ba45801b5e48,205,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4583,2450,1.53566E+12,3
2854,7156,2136,5462,8755c51b-2f4f-4226-8136-8b6e5fd9d609,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4554,2449,1.53566E+12,3
2854,7156,2136,5462,00077a8c-6da4-4f4c-a805-24e31f0abfa9,203,10171,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4703,2449,1.53566E+12,3
2854,7156,2136,5462,035290e7-38d0-466c-a73a-70455e157c20,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4554,2449,1.53566E+12,3
2854,7158,2136,5462,7d6a9029-bfdd-4ad0-a419-d39d285932d4,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4592,2450,1.53566E+12,2
2854,7156,2136,5462,59854feb-0838-4886-bdaa-961985332841,202,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4592,2449,1.53566E+12,2
2854,7158,2136,5462,f4d8456c-4986-4024-afeb-3990a7e79479,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4495,2450,1.53566E+12,3
2854,7156,2136,5462,43bb2be5-972a-4a03-bfc2-d16277b4d3a9,197,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4485,2449,1.53566E+12,2
2854,7158,2136,5462,572db99b-5d9b-486e-a183-7f80410b3c2e,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4474,2450,1.53566E+12,2
2854,7158,2136,5462,fcbc374d-adcd-4bc0-822c-57a9d2f147d1,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4619,2450,1.53566E+12,3
2854,7158,2136,5462,66482aad-6204-4d6e-86aa-67c3ed4a5dfe,200,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4619,2450,1.53566E+12,3
2854,7156,2136,5462,9246b3d1-ec57-492e-9457-a530b167a3c5,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4485,2449,1.53566E+12,2
2854,7158,2136,5462,8da75f72-2584-4b47-9645-05d79296c867,200,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4592,2450,1.53566E+12,2
2854,7156,2136,5462,fc13c3ab-276d-47e6-92f7-f584dcc40b83,199,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4535,2449,1.53566E+12,3
2854,7156,2136,5462,decf24ee-3178-4bbc-83a6-c9a0b279529d,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4687,2449,1.53566E+12,3
2854,7158,2136,5462,97aa7d9a-5109-4d97-83eb-698a63d241d3,199,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4654,2450,1.53566E+12,2
2854,7156,2136,5462,8c9a1d9d-817c-44db-b9b5-f786da44bebc,199,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4695,2449,1.53566E+12,2
2854,7156,2136,5462,6b45b5b3-665b-44b9-8955-7a0f3ed9cbd7,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4564,2449,1.53566E+12,2
2854,7158,2136,5462,e5047fc9-e071-4c4f-9515-7116979fb7db,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4719,2450,1.53566E+12,3
2854,7158,2136,5462,632ff29e-7fb6-4d7b-8341-273c6f0fc8bf,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4695,2450,1.53566E+12,2
2854,7158,2136,5462,279ba61e-b818-4a6b-b550-6fb6290bc789,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4645,2450,1.53566E+12,2
2854,7156,2136,5462,f68b9d8f-337b-439e-bb63-245d16710948,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4573,2449,1.53566E+12,2
2854,7156,2136,5462,288fba11-e7ef-4960-b0c3-f828a4628976,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4535,2449,1.53566E+12,3
2854,7158,2136,5462,30b36b5b-9efd-486f-888f-6e0c8c9403d8,202,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4830,2450,1.53566E+12,3
2854,7158,2136,5462,59481364-cc61-4b67-9c17-ea1bb1f04a29,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4554,2450,1.53566E+12,2
2854,7158,2136,5462,2310aa9f-fab5-48d5-9684-aa7b19a68fbd,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4431,2450,1.53566E+12,2
2854,7158,2136,5462,d5e1d735-a751-46ae-a4ea-999e7eba31fd,200,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4795,2450,1.53566E+12,2
2854,7158,2136,5462,e0ce804f-afc4-40e5-97a3-99e6fa1513ac,199,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4564,2450,1.53566E+12,2
2854,7158,2136,5462,9ef10442-83e3-4a33-bfda-b0c76ccf9324,200,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4662,2450,1.53566E+12,2
2854,7156,2136,5462,20c3be54-d7a7-4f0d-96af-6611d0cdf5f6,203,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4703,2449,1.53566E+12,2
2854,7158,2136,5462,9129272f-af77-4ca0-ad92-4d9493d0546b,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4645,2450,1.53566E+12,3
2854,7158,2136,5462,bb85f976-8088-4c1e-9eff-c334a1909c2d,203,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4505,2450,1.53566E+12,3
2854,7156,2136,5462,89c7550d-4f25-4c41-8555-f43ad0a7fb77,201,10172,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4554,2449,1.53566E+12,3
2854,7156,2136,5462,81c03b37-19d8-4206-bab9-b6fdcf139702,201,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4636,2449,1.53566E+12,3
2854,7158,2136,5462,00e89f78-d5ed-446e-8830-e9a502c6e679,199,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4830,2450,1.53566E+12,2
2854,7158,2136,5462,b7f9f546-06e1-445d-b7a1-1371fc66a1af,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4830,2450,1.53566E+12,2
2854,7156,2136,5462,c29ea5d8-215f-42ff-915f-a04627b38d2b,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4735,2449,1.53566E+12,3
2854,7156,2136,5462,5ac66d6f-16db-4c69-a8f2-de343e34bf7d,201,10174,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4711,2449,1.53566E+12,2
2854,7158,2136,5462,f261635c-81ee-4098-8dca-b7971d89f733,202,10173,0c4c3000-7700-46f4-aa96-d5e974e32a54,2828MY0094,4679,2450,1.53566E+12,3
